"Token ID","Aura","Background","Shape","Item","Hair","Tattoo","Clothes","Mask","Hat"
3990,"Night","Japanese Motif - Blue","Circle Frame","No Item","Yellow","Flame","Shirt 7 - Black","Mascot - Joyful cat","No Hat"
3991,"Light","Painted Brush","Square Frame","No Item","Yellow","Constellation","Shirt 7 - White","Lightning Mask","Bucket Hat White"
3992,"No Aura","Night Sky","Circle Frame","Black Scythe","Red","No Tattoo","Bomber - Black","Red-eyed Owl","Hat - 7 Wave"
3993,"No Aura","Colorful Clouds","Circle Frame","No Item","White","No Tattoo","Hoodie - Painted","Fox Mask - LED Scarred","Rice Hat - Blue"
3994,"No Aura","Japanese Motif - Blue","Minimal Frame","No Item","Red","No Tattoo","Sweater - Black and Orange","Motorcycle Helmet - Black","No Hat"
3995,"No Aura","Pixel - Piano in a Sea","Circle Frame","Banana","Red","No Tattoo","Shirt 7 - Black","LED Japanese Mask","Beanie - White"
3996,"Night","Painted Brush","Minimal Frame","Chef Knife","Orange-Red","Emoticon","Bomber - Black","Scarred Skull","No Hat"
3997,"Light","Japanese Motif - Blue","Square Frame","No Item","Red","No Tattoo","Sweater - Space","Fox Mask - Emoticon","Beanie - Gray"
3998,"Night","Japanese Motif - Yellow","Square Frame","Red Scythe","Yellow","Seven","Shirt - Japanese Black","Game Helmet - Silhouette","No Hat"
3999,"Light","Red","Square Frame","Red Monkey Staff","Orange-Red","No Tattoo","Sweater - Cherry Blossoms","Emoticon Owl","Bucket Hat White Kumo Motif"
4000,"No Aura","Pixel - Day on an Island","Square Frame","No Item","Black","No Tattoo","Shirt 7 - Black","Hype Red Mask","Bucket Hat Yellow"
4001,"No Aura","Shooting Stars","Minimal Frame","Dark Chef Knife","Orange-Red","Crossed Out","Shirt - Sevens Block","Hype Black Mask","Bucket Hat White"
4002,"No Aura","Pixel - Day on an Island","Minimal Frame","Red Scythe","Black","Seven","Hoodie - Fire Heart","Akuma Half Mask - Black","Bucket Hat Painted"
4003,"No Aura","Red","Minimal Frame","Metal Monkey Staff","Yellow","No Tattoo","Kimono - Eth Checkered","Hype Black Mask","Bucket Hat Akuma"
4004,"No Aura","Japanese Motif - Pink","Square Frame","No Item","Red","Greek Letters","Sweater - Cherry Blossoms","Beak Mask - Darkened","Hat - 7 Wave"
4005,"Night","Night Sky","Square Frame","No Item","Black","Seven","Kimono - Blue Green","Motorcycle Helmet - Black","No Hat"
4006,"No Aura","Pixel - Piano in a Sea","Minimal Frame","Yellow Katana","Yellow","No Tattoo","Shirt - Japanese Black","Mascot - UwU cat","No Hat"
4007,"No Aura","Painted Brush","Circle Frame","Dark Chef Knife","Red","Sakura Petal","Shirt - Japanese Black","Beak Mask - Darkened","Hat - 7 Black"
4008,"Night","Painted Brush","Circle Frame","Chef Knife","Black","Seven","Shirt - Isekai Postal","Hype Red Mask","Bucket Hat Black"
4009,"Night","Japanese Motif - Yellow","Circle Frame","No Item","Yellow","Crossed Out","Sweater - Space","Hype Black Mask","Rice Hat - White"
4010,"No Aura","Japanese Motif - Pink","Square Frame","No Item","Red","Emoticon","Shirt - Japanese Black","Mascot - Joyful cat","No Hat"
4011,"Night","Japanese Motif - Pink","Minimal Frame","No Item","White","No Tattoo","Sweater - Cherry Blossoms","Beak Mask - Metal","Bucket Hat White"
4012,"Night","Night Sky","Minimal Frame","Chef Knife","White","No Tattoo","Shirt 7 - Black","Mascot - Shiba Inu","No Hat"
4013,"No Aura","Colorful Clouds","Circle Frame","Sakura Branch","White","No Tattoo","Kimono - Blue Green","Sevens Japanese Mask","Beanie - Black"
4014,"Night","Light Blue","Circle Frame","No Item","Black","Heart 7","Shirt - Taped Banana","Motorcycle Helmet - Roughed","No Hat"
4015,"Light","Red","Minimal Frame","No Item","Orange-Red","Star","Bomber - Golden","Mascot - Joyful cat","No Hat"
4016,"Light","Colorful Clouds","Minimal Frame","Red Katana","Red","No Tattoo","Shirt - Taped Banana","Beak Mask - Metal","Bucket Hat Red Kumo Motif"
4017,"Light","Pixel - Day on an Island","Square Frame","No Item","Orange-Red","Constellation","Kimono - Eth Checkered","Kintsugi Skull","Hat - 7 Wave"
4018,"Night","Shooting Stars","Minimal Frame","Gold Chef Knife","Black","Emoticon","Hoodie - One Shoulder Yin Yang","Kintsugi Skull","Straw Hat"
4019,"No Aura","Red","Circle Frame","Banana","Black","Flame","Bomber - Black","Full Mask","Rice Hat - Shadow"
4020,"No Aura","Light Blue","Minimal Frame","Red Space Fork","White","3 Sevens","Lab Coat","Game Helmet - Silhouette","No Hat"
4021,"Night","Painted Brush","Minimal Frame","No Item","White","Seven","Sweater - Black and Orange","LED Japanese Mask","Rice Hat - Gold"
4022,"Night","Japanese Motif - Pink","Circle Frame","No Item","Black","No Tattoo","Hoodie - Painted","Fox Mask - Scarred","Beanie - Yellow"
4023,"No Aura","Pixel - Piano in a Sea","Circle Frame","No Item","White","Flame","Hoodie - Fire Heart","Petrified Demon Mask","Beanie - Black"
4024,"Night","Sakura Tree","Minimal Frame","No Item","Red","No Tattoo","Shirt 7 - Black","Painted Owl mask","Hat - Emoticon White"
4025,"Light","Japanese Motif - Pink","Circle Frame","No Item","Orange-Red","No Tattoo","Shirt 7 - White","Beak Mask - Darkened","Bucket Hat Official"
4026,"No Aura","Pixel - Day on an Island","Minimal Frame","No Item","Orange-Red","No Tattoo","Kimono - Blue Green","Fox Mask - Scarred","Straw Hat"
4027,"No Aura","Light Blue","Square Frame","No Item","Red","Seven","Shirt - Painted Tee","Painted Black Mask","Rice Hat - White"
4028,"Night","Shooting Stars","Circle Frame","Black Scythe","Black","Crossed Out","Bomber - Black","Mecha Bird - Red-Eyed Crow","No Hat"
4029,"No Aura","Japanese Motif - Blue","Circle Frame","Red Katana","Red","No Tattoo","Hoodie - Painted","Motorcycle Helmet - Black","No Hat"
4030,"Night","Night Sky","Circle Frame","No Item","Black","No Tattoo","Bomber - Golden","Red-eyed Owl","Hat - 7 White"
4031,"Night","Night Sky","Minimal Frame","No Item","Red","Sakura Petal","Shirt - Sevens Block","Kaiju Mecha Mask - Black","Hat - Emoticon White"
4032,"No Aura","Painted Brush","Circle Frame","Maple Branch","White","Crossed Out","Sweater - Cherry Blossoms","Game Helmet - Silhouette","No Hat"
4033,"Night","Japanese Motif - Pink","Minimal Frame","No Item","Orange-Red","No Tattoo","Bomber - White and Blue","Lightning Mask","Rice Hat - Sunflower"
4034,"No Aura","Red","Circle Frame","Black Scythe","Black","No Tattoo","Hoodie - Sunflowers","Game Helmet - Silhouette","No Hat"
4035,"Night","Bananaz!","Circle Frame","Black Scythe","Black","Attached Diamonds","Sweater - Kintsugi","Petrified Skull","Hat - HERO hat"
4036,"No Aura","Colorful Clouds","Circle Frame","Red Monkey Staff","Red","No Tattoo","Shirt - Sevens Block","Hype Black Mask","Rice Hat - Sunflower"
4037,"Light","Pixel - Piano in a Sea","Square Frame","Red Scythe","Black","No Tattoo","Hoodie - Sunflowers","Hype Red Mask","Rice Hat - Sunflower"
4038,"Light","Red","Minimal Frame","Banana","Yellow","No Tattoo","Shirt - Painted Tee","Lion - Fire Mustache","Bucket Hat White"
4039,"No Aura","Shooting Stars","Square Frame","No Item","Yellow","No Tattoo","Shirt - Taped Banana","Petrified Skull","Hat - Emoticon Black"
4040,"Night","Night Sky","Circle Frame","Metal Monkey Staff","Black","No Tattoo","Sweater - One Shoulder Blue Demon","Hype Red Mask","Rice Hat - Sunflower"
4041,"No Aura","Pixel - Piano in a Sea","Circle Frame","Metal Pipe","White","No Tattoo","Shirt - Taped Banana","Motorcycle Helmet - Roughed","No Hat"
4042,"Light","Pixel - Piano in a Sea","Minimal Frame","No Item","Black","Heart 7","Sweater - One Shoulder Red Demon","Fox Mask - Emoticon","Hat - Emoticon Black"
4043,"Night","Japanese Motif - Pink","Circle Frame","No Item","Black","Flame","Sweater - Space","Lion - Fire Breath","Rice Hat - Package"
4044,"Night","Shooting Stars","Circle Frame","No Item","Red","No Tattoo","Shirt 7 - Black","Demon Fire Mask","Hat - 7 White"
4045,"No Aura","Pixel - Piano in a Sea","Square Frame","Dark Katana","Red","Flame","Hoodie - One Shoulder Fire","Lion - Fire Breath","Hat - Painted"
4046,"No Aura","Red","Circle Frame","Red Space Fork","Red","No Tattoo","Shirt 7 - Black","Full Face Mask - Double Line","Beanie - Orange"
4047,"Light","Japanese Motif - Yellow","Minimal Frame","Chef Knife","White","Kanji","Shirt - Sevens Block","Kaiju Mecha Mask - White","Bucket Hat White"
4048,"No Aura","Sakura Tree","Minimal Frame","Metal Pipe","Red","No Tattoo","Bomber - Black","Full Face Mask - Red Stop","Beanie - Orange"
4049,"Night","Light Blue","Square Frame","No Item","Black","Seven","Shirt 7 - Black","Akuma Half Mask - White","Rice Hat - Shadow"
4050,"No Aura","Japanese Motif - Blue","Minimal Frame","Yellow Katana","Red","No Tattoo","Shirt - Japanese Black","Scarred Skull","Bucket Hat Red Kumo Motif"
4051,"Light","Pixel - Piano in a Sea","Square Frame","No Item","Black","Black Flames","Lab Coat","Fox Mask - LED Scarred","Beanie - Orange"
4052,"Night","Colorful Clouds","Minimal Frame","No Item","Orange-Red","No Tattoo","Sweater - Space","Sevens Japanese Mask","Hat - 7 Wave"
4053,"No Aura","Colorful Clouds","Square Frame","Metal Pipe","Red","No Tattoo","Shirt 7 - White","Motorcycle Helmet - Black","No Hat"
4054,"No Aura","Bananaz!","Circle Frame","Red Katana","Orange-Red","Black Flames","Hoodie - Painted","Hype Red Mask","Bucket Hat Black"
4055,"Light","Pixel - Piano in a Sea","Square Frame","Dark Chef Knife","White","No Tattoo","Shirt - Japanese Black","Mascot - Shiba Inu","No Hat"
4056,"Night","Night Sky","Circle Frame","Chef Knife","Red","No Tattoo","Hoodie - Tongue","Painted Black Mask","Bucket Hat Black"
4057,"Night","Shooting Stars","Square Frame","No Item","Yellow","No Tattoo","Kimono - Blue Green","Emoticon Owl","Beanie - Yellow"
4058,"No Aura","Japanese Motif - Blue","Circle Frame","Chef Knife","White","Attached Diamonds","Lab Coat","Petrified Skull","Bucket Hat Red Kumo Motif"
4059,"Night","Red","Square Frame","No Item","Black","Kanji","Shirt 7 - Black","Red-eyed Owl","Bucket Hat Akuma"
4060,"No Aura","Shooting Stars","Circle Frame","Metal Monkey Staff","White","No Tattoo","Shirt - Japanese Black","Sevens Japanese Mask","Beanie - Aqua"
4061,"No Aura","Red","Square Frame","Metal Pipe","Yellow","No Tattoo","Bomber - White and Blue","Sevens Japanese Mask","No Hat"
4062,"Light","Bananaz!","Square Frame","Chef Knife","Orange-Red","No Tattoo","Shirt - Japanese Black","Game Helmet - Shiba Inu","No Hat"
4063,"Night","Light Blue","Square Frame","Red Scythe","Yellow","No Tattoo","Shirt - Sevens Block","Painted Black Mask","No Hat"
4064,"No Aura","Bananaz!","Circle Frame","Chef Knife","White","No Tattoo","Kimono - Eth Checkered","Petrified Skull","Rice Hat - Sunflower"
4065,"Light","Light Blue","Circle Frame","No Item","Black","3 Sevens","Shirt 7 - White","Game Helmet - Silhouette","No Hat"
4066,"No Aura","Shooting Stars","Circle Frame","Sakura Branch","Orange-Red","No Tattoo","Shirt 7 - White","Petrified Skull","Hat - HERO hat"
4067,"No Aura","Japanese Motif - Blue","Circle Frame","No Item","Yellow","No Tattoo","Hoodie - Painted","Motorcycle Helmet - Black","No Hat"
4068,"Night","Japanese Motif - Yellow","Minimal Frame","Maple Branch","Black","No Tattoo","Shirt - Japanese Black","Scarred Skull","Bucket Hat Painted"
4069,"Night","Night Sky","Circle Frame","No Item","Orange-Red","Attached Diamonds","Hoodie - Fire Heart","Motorcycle Helmet - Roughed","No Hat"
4070,"No Aura","Japanese Motif - Yellow","Minimal Frame","No Item","White","Emoticon","Bomber - Black","Emoticon Owl","Beanie - Black"
4071,"Night","Sakura Tree","Minimal Frame","Red Scythe","Orange-Red","No Tattoo","Kimono - Eth Checkered","Sevens Japanese Mask","Hat - 7 White"
4072,"No Aura","Japanese Motif - Yellow","Square Frame","No Item","Red","Black Flames","Hoodie - Kintsugi 7","Red-eyed Owl","Beanie - Gray"
4073,"No Aura","Japanese Motif - Yellow","Circle Frame","Red Scythe","Red","No Tattoo","Bomber - White and Blue","LED Japanese Mask","Beanie - Gray"
4074,"No Aura","Red","Square Frame","No Item","White","Emoticon","Sweater - Kintsugi","Motorcycle Helmet - White","No Hat"
4075,"No Aura","Colorful Clouds","Circle Frame","Banana","Yellow","Crossed Out","Shirt - Japanese Black","Painted Lion Mask","Hat - 7 White"
4076,"No Aura","Japanese Motif - Pink","Minimal Frame","No Item","White","No Tattoo","Shirt - Isekai Postal","Mecha Bird - Seagull","No Hat"
4077,"Night","Japanese Motif - Yellow","Minimal Frame","Red Monkey Staff","Yellow","No Tattoo","Shirt 7 - Black","Elder Skull","Bucket Hat White Kumo Motif"
4078,"No Aura","Light Blue","Square Frame","Banana","Yellow","No Tattoo","Kimono - Sunflower","Fox Mask - LED Scarred","Beanie - Gray"
4079,"No Aura","Pixel - Day on an Island","Circle Frame","No Item","Red","Crossed Out","Hoodie - Sunflowers","Hype Black Mask","Rice Hat - Sunflower"
4080,"No Aura","Night Sky","Square Frame","No Item","White","No Tattoo","Sweater - Black and Orange","Sevens Japanese Mask","Beanie - Yellow"
4081,"No Aura","Pixel - Piano in a Sea","Minimal Frame","No Item","Orange-Red","No Tattoo","Hoodie - One Shoulder Lotus","Elder Skull","Bucket Hat Akuma"
4082,"No Aura","Night Sky","Square Frame","Gold Chef Knife","Orange-Red","Crossed Out","Shirt - Japanese Black","Petrified Skull","Hat - Painted"
4083,"No Aura","Bananaz!","Square Frame","No Item","Red","Sakura Petal","Shirt 7 - Black","Game Helmet - Silhouette","No Hat"
4084,"No Aura","Night Sky","Minimal Frame","No Item","Orange-Red","No Tattoo","Shirt - Sevens Block","Petrified Skull","No Hat"
4085,"No Aura","Japanese Motif - Blue","Square Frame","No Item","Black","No Tattoo","Shirt - Painted Tee","Game Helmet - Shiba Inu","No Hat"
4086,"Night","Shooting Stars","Circle Frame","No Item","Orange-Red","Sakura Petal","Shirt - Painted Tee","Mecha Bird - Red-Eyed Crow","No Hat"
4087,"No Aura","Japanese Motif - Pink","Minimal Frame","No Item","Black","No Tattoo","Hoodie - Kintsugi 7","Fox Mask - Emoticon","Beanie - Painted"
4088,"No Aura","Red","Square Frame","No Item","Black","Heart 7","Hoodie - Fire Heart","Scarred Skull","Straw Hat"
4089,"Light","Japanese Motif - Yellow","Minimal Frame","No Item","Orange-Red","Star","Kimono - Sunflower","Motorcycle Helmet - Roughed","No Hat"
4090,"No Aura","Pixel - Day on an Island","Circle Frame","No Item","Black","No Tattoo","Hoodie - Fire Heart","LED Japanese Mask","Hat - Emoticon White"
4091,"Light","Pixel - Day on an Island","Minimal Frame","No Item","Orange-Red","Black Flames","Hoodie - Tongue","Hype Red Mask","Rice Hat - Blue"
4092,"No Aura","Night Sky","Square Frame","Banana","Black","Emoticon","Lab Coat","Fox Mask - Scarred","No Hat"
4093,"No Aura","Japanese Motif - Pink","Minimal Frame","No Item","Yellow","No Tattoo","Hoodie - One Shoulder Yin Yang","Mascot - Shiba Inu","No Hat"
4094,"Night","Japanese Motif - Pink","Circle Frame","No Item","Orange-Red","Greek Letters","Shirt - Isekai Postal","Akuma Half Mask - Black","Rice Hat - White"
4095,"No Aura","Japanese Motif - Pink","Minimal Frame","Red Scythe","Red","Crossed Out","Lab Coat","Motorcycle Helmet - White","No Hat"
4096,"No Aura","Japanese Motif - Blue","Square Frame","No Item","Red","Sakura Petal","Shirt 7 - Black","Full Mask","Hat - HERO hat"
4097,"No Aura","Bananaz!","Minimal Frame","No Item","Yellow","Attached Diamonds","Shirt - Sevens Block","Kintsugi Skull","Bucket Hat Red SH777SH"
4098,"No Aura","Light Blue","Square Frame","No Item","White","Emoticon","Shirt - Japanese Black","Scarred Skull","Rice Hat - Sunflower"
4099,"No Aura","Pixel - Piano in a Sea","Circle Frame","Dark Chef Knife","Red","No Tattoo","Hoodie - Painted","Mascot - UwU cat","No Hat"
4100,"Night","Japanese Motif - Yellow","Circle Frame","No Item","Black","No Tattoo","Shirt 7 - White","Akuma Half Mask - Black","Bucket Hat Red Kumo Motif"
4101,"No Aura","Light Blue","Square Frame","No Item","White","Sakura Petal","Shirt 7 - White","Painted Lion Mask","Beanie - Black"
4102,"No Aura","Shooting Stars","Square Frame","No Item","White","No Tattoo","Sweater - Black and Orange","Hype Black Mask","Bucket Hat White Kumo Motif"
4103,"No Aura","Pixel - Piano in a Sea","Circle Frame","Black Scythe","Black","No Tattoo","Shirt - Sevens Block","Emoticon Owl","No Hat"
4104,"No Aura","Japanese Motif - Pink","Minimal Frame","No Item","Yellow","No Tattoo","Sweater - One Shoulder Blue Demon","Full Face Mask - Red Stop","Beanie - White"
4105,"No Aura","Pixel - Day on an Island","Square Frame","No Item","Orange-Red","Kanji","Monk","Hype Red Mask","Bucket Hat Black SH777SH"
4106,"Night","Red","Circle Frame","Red Katana","Black","No Tattoo","Kimono - Blue Green","Fox Mask - Sealed","Rice Hat - Kintsugi"
4107,"No Aura","Japanese Motif - Yellow","Circle Frame","Metal Pipe","Black","No Tattoo","Shirt - Pixel","Petrified Skull","Hat - Painted"
4108,"No Aura","Pixel - Day on an Island","Minimal Frame","Metal Pipe","Orange-Red","No Tattoo","Shirt - Pixel","Motorcycle Helmet - Black","No Hat"
4109,"No Aura","Japanese Motif - Pink","Square Frame","No Item","Orange-Red","Seven","Shirt 7 - Black","Hype Red Mask","Bucket Hat Red SH777SH"
4110,"No Aura","Red","Circle Frame","No Item","Yellow","Heart 7","Bomber - Black","Full Face Mask - Double Line","Rice Hat - Sunflower"
4111,"No Aura","Japanese Motif - Blue","Minimal Frame","Chef Knife","Red","Flame","Shirt - Sevens Block","Hype Black Mask","Bucket Hat Red Kumo Motif"
4112,"Night","Light Blue","Minimal Frame","No Item","White","No Tattoo","Shirt 7 - White","Kintsugi Skull","Straw Hat"
4113,"Night","Night Sky","Square Frame","No Item","Orange-Red","No Tattoo","Hoodie - Fire Heart","Petrified Skull","Bucket Hat Black"
4114,"No Aura","Bananaz!","Minimal Frame","Metal Pipe","Orange-Red","Seven","Hoodie - Fire Heart","Sevens Japanese Mask","Beanie - Orange"
4115,"No Aura","Pixel - Day on an Island","Square Frame","No Item","Orange-Red","No Tattoo","Kimono - Sunflower","Lightning Mask","Bucket Hat Black"
4116,"Night","Shooting Stars","Circle Frame","No Item","White","Emoticon","Hoodie - Painted","Painted Lion Mask","Rice Hat - Gold"
4117,"Light","Painted Brush","Circle Frame","Yellow Katana","Orange-Red","Sakura Petal","Hoodie - Painted","Game Helmet - Shiba Inu","No Hat"
4118,"No Aura","Japanese Motif - Yellow","Minimal Frame","Red Katana","Red","No Tattoo","Hoodie - Tongue","Sevens Japanese Mask","Beanie - Gray"
4119,"No Aura","Pixel - Day on an Island","Minimal Frame","Black Scythe","White","Emoticon","Bomber - White and Blue","Red-eyed Owl","Hat - Emoticon White"
4120,"No Aura","Shooting Stars","Circle Frame","No Item","Yellow","No Tattoo","Hoodie - One Shoulder Lotus","Akuma Half Mask - White","Rice Hat - Sunflower"
